Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,Day,Month,Year,Anomaly
2016-08-24 07:38:04,Saving Bank account 1,Festivals,Rakshabandhan,rakshabandhan ovalni ,1725.0,Expense,PKR,24,8,2016,No
2016-08-29 10:48:20,Saving Bank account 1,Household,Toiletries,lizol,338.1,Expense,PKR,29,8,2016,No
2016-08-29 10:48:48,Cash,Household,Kitchen,boric powder,138.0,Expense,PKR,29,8,2016,No
2016-08-29 11:41:25,Cash,Festivals,Ganesh Pujan,Ganesh idol,1245.45,Expense,PKR,29,8,2016,No
2016-08-31 15:47:44,Saving Bank account 1,Salary,,From workplace ,220434.3,Income,PKR,31,8,2016,Yes
2016-09-13 09:48:13,Saving Bank account 1,Food,Eating out,riverdine date,2915.25,Expense,PKR,13,9,2016,No
2016-09-13 09:48:13,Cash,Food,snacks,brownie,241.5,Expense,PKR,13,9,2016,No
2016-09-14 10:13:24,Saving Bank account 1,Family,gift,baggit purse,1507.65,Expense,PKR,14,9,2016,No
2016-09-14 13:24:08,Saving Bank account 1,subscription,Mobile Service Provider,,865.95,Expense,PKR,14,9,2016,No
2016-09-15 06:52:09,Cash,Food,Grocery,chocobar+milk+chips,327.75,Expense,PKR,15,9,2016,No
2016-09-19 15:35:24,Cash,Food,Milk,,113.85,Expense,PKR,19,9,2016,No
2016-09-28 07:32:36,Cash,Other,,flour mill,110.4,Expense,PKR,28,9,2016,No
2016-09-30 06:28:02,Saving Bank account 1,Salary,,From workplace ,200300.1,Income,PKR,30,9,2016,No
2016-09-30 06:28:02,Saving Bank account 1,Interest,,interest paid,2880.75,Income,PKR,30,9,2016,No
2016-10-13 14:23:49,Saving Bank account 1,Family,misc,scratch guard ipad,859.0500000000001,Expense,PKR,13,10,2016,No
2016-10-14 11:58:20,Saving Bank account 1,Food,Grocery,sugar + biscuits,414.0,Expense,PKR,14,10,2016,No
2016-10-15 10:31:22,Saving Bank account 1,Food,Grocery,,1483.5,Expense,PKR,15,10,2016,No
2016-10-17 17:30:26,Cash,Food,Grocery,butter + paneer + pav+batate+tamate,741.75,Expense,PKR,17,10,2016,No
2016-10-22 20:23:46,Cash,Food,Eating out,pav vada,69.0,Expense,PKR,22,10,2016,No
2016-10-22 20:24:10,Cash,Food,Grocery,Khari,120.75,Expense,PKR,22,10,2016,No
2016-10-24 08:17:38,Cash,Food,Grocery,popcorn+mehndi+mosambi+orange+all out refill,1104.0,Expense,PKR,24,10,2016,No
2016-10-25 18:55:33,Cash,Food,snacks,egg roll,86.25,Expense,PKR,25,10,2016,No
2016-10-26 13:58:49,Saving Bank account 1,Health,Medicine,,2128.65,Expense,PKR,26,10,2016,No
2016-10-27 10:40:00,Cash,Food,fruits,apple + mosambi 1kg each,586.5,Expense,PKR,27,10,2016,No
2016-10-27 13:57:56,Cash,Food,Grocery,mehndi,86.25,Expense,PKR,27,10,2016,No
2016-10-27 13:57:56,Saving Bank account 1,Family,gift,Undated Planner - June shop,3861.24,Expense,PKR,27,10,2016,No
2016-10-27 13:57:56,Saving Bank account 1,subscription,Mobile Service Provider,,865.95,Expense,PKR,27,10,2016,No
2016-10-28 07:19:00,Cash,Transportation,auto,Permanent Residence to pathology,138.0,Expense,PKR,28,10,2016,No
2016-10-28 07:19:00,Saving Bank account 1,Health,Medicine,syrup+tablet+ mortein refill,762.45,Expense,PKR,28,10,2016,No
2016-10-30 15:03:18,Saving Bank account 1,Salary,,From workplace ,195432.15,Income,PKR,30,10,2016,No
2016-10-31 07:36:35,Saving Bank account 1,Festivals,Diwali,Mi band 5 ( Bhaiduj gift),6896.55,Expense,PKR,31,10,2016,No
2016-11-14 20:02:26,Saving Bank account 1,Transportation,Travels,Kabra Travels - Place 2 to BRC (2 Adults),16083.9,Expense,PKR,14,11,2016,No
2016-11-14 20:03:10,Saving Bank account 1,Transportation,Travels,Veer Travels - BRC to Place 2 ( 2 Adults),6210.0,Expense,PKR,14,11,2016,No
2016-11-15 20:22:40,Cash,Food,fruits,apple + mosambi 1kg each,621.0,Expense,PKR,15,11,2016,No
2016-11-15 20:23:12,Cash,Other,,flowers,34.5,Expense,PKR,15,11,2016,No
2016-11-15 20:23:29,Cash,Food,Grocery,lemons,69.0,Expense,PKR,15,11,2016,No
2016-11-17 20:17:21,Cash,Food,snacks,single pav vada,34.5,Expense,PKR,17,11,2016,No
2016-11-19 11:58:28,Cash,Transportation,Taxi,share jeep - Place T top to base (50/person),345.0,Expense,PKR,19,11,2016,No
2016-11-19 11:58:28,Cash,Food,beverage,lemon juice ( 20/person),138.0,Expense,PKR,19,11,2016,No
2016-11-19 11:58:28,Cash,Other,,"Puja saman (150 for 5 Nariyal, 400 for 1kg sweets and 190 for rest)",2553.0,Expense,PKR,19,11,2016,No
2016-11-19 11:58:28,Cash,Transportation,auto,within city,276.0,Expense,PKR,19,11,2016,No
2016-11-19 11:58:28,Cash,Transportation,Taxi,share jeep - Place T base to top (50/person),345.0,Expense,PKR,19,11,2016,No
2016-11-19 11:58:28,Cash,Transportation,auto,share auto - Place H to Place T base (20/person),138.0,Expense,PKR,19,11,2016,No
2016-11-19 11:58:28,Cash,Transportation,Bus,bus - brc to Place H ( 27/person),186.3,Expense,PKR,19,11,2016,No
2016-11-19 11:58:28,Cash,Transportation,ropeway,ropeway Place T to and fro (169/person),1166.1,Expense,PKR,19,11,2016,No
2016-11-19 12:12:00,Cash,Transportation,Bus,Place T to brc,324.3,Expense,PKR,19,11,2016,No
2016-11-19 12:12:00,Cash,Transportation,auto,ola auto - BRC ,138.0,Expense,PKR,19,11,2016,No
2016-11-19 12:12:00,Cash,Other,,Sayaji baug express (50/adult),345.0,Expense,PKR,19,11,2016,No
2016-11-19 12:12:00,Cash,Food,Water,two water bottles,138.0,Expense,PKR,19,11,2016,No
2016-11-19 12:12:00,Cash,Transportation,auto,within city,172.5,Expense,PKR,19,11,2016,No
2016-11-19 12:12:00,Saving Bank account 1,Food,Eating out,"3 parathe , 1 Hara bhara kabab, 1 rabdi malai, 1 masala papad, 1 pepsi",3750.15,Expense,PKR,19,11,2016,No
2016-11-19 12:12:00,Cash,Food,chocolate,poppins,6.9,Expense,PKR,19,11,2016,No
2016-11-20 11:58:05,Cash,Transportation,auto,Locality V to Permanent Residence,172.5,Expense,PKR,20,11,2016,No
2016-11-21 09:41:12,Cash,Transportation,auto,within city,172.5,Expense,PKR,21,11,2016,No
2016-11-21 09:41:12,Cash,Transportation,auto,within city,241.5,Expense,PKR,21,11,2016,No
2016-11-21 09:41:12,Cash,Health,Medicine,strepsils,51.75,Expense,PKR,21,11,2016,No
2016-11-25 09:27:45,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,865.95,Expense,PKR,25,11,2016,No
2016-11-25 09:28:23,Saving Bank account 1,Bonus,,reward Gpay,17.25,Income,PKR,25,11,2016,No
2016-11-28 06:17:10,Cash,Food,Ice cream,mava 1 large,69.0,Expense,PKR,28,11,2016,No
2016-11-28 18:03:47,Cash,Other,,flour mill,27.6,Expense,PKR,28,11,2016,No
2016-11-28 18:04:08,Saving Bank account 1,Household,Appliances,Metz 32 inch TV,70725.0,Expense,PKR,28,11,2016,Yes
2016-11-29 21:44:34,Cash,Family,misc,Himalaya shampoo,207.0,Expense,PKR,29,11,2016,No
2016-11-30 06:53:26,Saving Bank account 1,subscription,Mobile Service Provider,mobile recharge sim 2,338.1,Expense,PKR,30,11,2016,No
2016-11-30 11:32:14,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,865.95,Expense,PKR,30,11,2016,No
2016-11-30 11:33:19,Saving Bank account 1,Bonus,,reward Gpay,17.25,Income,PKR,30,11,2016,No
2016-11-30 13:56:42,Saving Bank account 1,Salary,,From workplace ,195221.7,Income,PKR,30,11,2016,No
2016-11-30 20:00:34,Saving Bank account 1,Family,clothes,leggings,1725.0,Expense,PKR,30,11,2016,No
2016-12-13 18:20:35,Saving Bank account 1,Gift,,farewell contribution,1207.5,Expense,PKR,13,12,2016,No
2016-12-13 21:42:22,Cash,Household,Toiletries,oralB toothbrush with cap,86.25,Expense,PKR,13,12,2016,No
2016-12-13 21:43:57,Cash,Other,,kalnirnay calender,120.75,Expense,PKR,13,12,2016,No
2016-12-14 21:43:10,Cash,Food,vegetables,,690.0,Expense,PKR,14,12,2016,No
2016-12-17 13:42:21,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,1038.45,Expense,PKR,17,12,2016,No
2016-12-17 13:42:36,Saving Bank account 1,Bonus,,reward Gpay,37.95,Income,PKR,17,12,2016,No
2016-12-18 20:18:37,Saving Bank account 1,Family,Pocket money,,6900.0,Expense,PKR,18,12,2016,No
2016-12-18 20:18:54,Saving Bank account 1,Bonus,,reward Gpay,17.25,Income,PKR,18,12,2016,No
2016-12-19 17:07:37,Cash,Food,fruits,1 kg mosambi 1 kg apple,586.5,Expense,PKR,19,12,2016,No
2016-12-19 17:08:11,Cash,Food,snacks,chips 1 Kurkure (19) 1 lays (10),100.05,Expense,PKR,19,12,2016,No
2016-12-19 18:28:42,Saving Bank account 1,Household,Toiletries,sensitive toothbrush,169.05,Expense,PKR,19,12,2016,No
2016-12-19 18:29:12,Cash,Food,snacks,2 dabeli,103.5,Expense,PKR,19,12,2016,No
2016-12-21 19:58:12,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1 - Novelty tour and travels,6555.0,Expense,PKR,21,12,2016,No
2016-12-21 19:59:20,Saving Bank account 1,Transportation,train,LTT to Place 2 cancellation,868.71,Expense,PKR,21,12,2016,No
2016-12-21 21:57:01,Saving Bank account 1,Family,clothes,sweater,6465.3,Expense,PKR,21,12,2016,No
2016-12-22 10:39:06,Saving Bank account 1,Transportation,train,Place 5 to Place 1 sevagram,40.71000000000001,Expense,PKR,22,12,2016,No
2016-12-22 11:15:36,Saving Bank account 1,Gift,,farewell contribution,983.25,Expense,PKR,22,12,2016,No
2016-12-25 14:10:11,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,1038.45,Expense,PKR,25,12,2016,No
2016-12-28 18:40:50,Saving Bank account 1,Other,,specs,6141.0,Expense,PKR,28,12,2016,No
2016-12-28 18:41:14,Cash,Food,Grocery,Monaco biscuits,34.5,Expense,PKR,28,12,2016,No
2016-12-29 07:40:31,Saving Bank account 1,Gift,,Nokia 215 mobile for Aai,11022.75,Expense,PKR,29,12,2016,No
2016-12-29 07:56:02,Saving Bank account 1,Transportation,train,LTT to Place 2 (Patna Exp) cancellation,1390.35,Expense,PKR,29,12,2016,No
2016-12-29 09:00:28,Saving Bank account 1,subscription,Tata Sky,,738.3000000000001,Expense,PKR,29,12,2016,No
2016-12-29 18:06:14,Cash,Food,flour mill,1 sher bajri 1 kg dadar 1 kg makka,48.3,Expense,PKR,29,12,2016,No
2016-12-29 19:16:32,Cash,Food,snacks,2 chips packets,34.5,Expense,PKR,29,12,2016,No
2016-12-29 19:17:33,Cash,Other,,xerox,86.25,Expense,PKR,29,12,2016,No
2016-12-30 21:30:17,Cash,Transportation,auto,Permanent Residence to bus stand,345.0,Expense,PKR,30,12,2016,No
2016-12-31 09:09:24,Saving Bank account 1,Food,Grocery,edible oil,552.0,Expense,PKR,31,12,2016,No
2016-12-31 13:47:26,Cash,subscription,Edtech Course,EMI 1,9715.2,Expense,PKR,31,12,2016,No
2016-12-31 13:48:53,Saving Bank account 1,Salary,,From workplace ,195180.3,Income,PKR,31,12,2016,No
2016-12-31 15:39:35,Saving Bank account 1,Food,Lunch,veg fried rice,586.5,Expense,PKR,31,12,2016,No
2016-12-31 15:40:02,Saving Bank account 1,Health,Medicine,strepsils 1 strip,82.80000000000001,Expense,PKR,31,12,2016,No
2016-12-31 17:39:16,Saving Bank account 1,Gift,,Birthday gift,3781.2,Expense,PKR,31,12,2016,No
2016-12-31 19:34:55,Cash,Food,snacks,1 Panipuri,86.25,Expense,PKR,31,12,2016,No
2016-12-31 20:11:24,Saving Bank account 1,Food,Grocery,milk + butter + biscuits/toast,265.65000000000003,Expense,PKR,31,12,2016,No
2016-12-31 20:11:24,Saving Bank account 1,Food,Dinner,1 chicken shawarma + 1 chicken lollipop - 1 veg cheese burger,1293.75,Expense,PKR,31,12,2016,No
2017-01-15 08:25:53,Cash,Food,Grocery,chole + shev,483.0,Expense,PKR,15,1,2017,No
2017-01-15 08:25:53,Cash,Food,Grocery,fruits and vegetables + kirana,1863.0,Expense,PKR,15,1,2017,No
2017-01-16 08:25:05,Saving Bank account 1,Other,,adhar pvc card order,172.5,Expense,PKR,16,1,2017,No
2017-01-16 11:01:54,Saving Bank account 1,Household,Furniture,chair pair,8280.0,Expense,PKR,16,1,2017,No
2017-01-16 16:02:53,Cash,Transportation,auto,GHroad to Permanent Residence,138.0,Expense,PKR,16,1,2017,No
2017-01-19 00:12:27,Saving Bank account 1,Family,medicine,syrup,500.25,Expense,PKR,19,1,2017,No
2017-01-19 00:13:03,Cash,Food,snacks,2 Bombay vada pav,69.0,Expense,PKR,19,1,2017,No
2017-01-20 19:23:37,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,1038.45,Expense,PKR,20,1,2017,No
2017-01-21 19:23:37,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge,514.0500000000001,Expense,PKR,21,1,2017,No
2017-01-22 19:20:19,Cash,Food,Grocery,,1414.5,Expense,PKR,22,1,2017,No
2017-01-22 19:20:35,Saving Bank account 1,Family,Pocket money,,6900.0,Expense,PKR,22,1,2017,No
2017-01-23 11:27:32,Saving Bank account 1,Gift,,Birthday gift,2239.05,Expense,PKR,23,1,2017,No
2017-01-23 19:16:16,Saving Bank account 1,subscription,Tata Sky,,624.45,Expense,PKR,23,1,2017,No
2017-01-29 19:22:36,Cash,Transportation,auto,within city,103.5,Expense,PKR,29,1,2017,No
2017-01-29 19:23:08,Cash,Transportation,Bus,2 tickets Place 2 to N,1759.5,Expense,PKR,29,1,2017,No
2017-01-29 19:23:34,Cash,Transportation,auto,within city,103.5,Expense,PKR,29,1,2017,No
2017-01-29 19:24:30,Cash,Food,Milk,half liter buffalo,120.75,Expense,PKR,29,1,2017,No
2017-01-29 19:24:54,Saving Bank account 1,Food,breakfast,brown bread,120.75,Expense,PKR,29,1,2017,No
2017-01-29 19:26:04,Cash,Food,snacks,2 Shegaon kachori (nasik),103.5,Expense,PKR,29,1,2017,No
2017-01-29 20:19:46,Cash,Food,snacks,cheese chilli toast sandwich 1,207.0,Expense,PKR,29,1,2017,No
2017-01-29 20:20:15,Cash,Food,Dinner,3 parathe ( 80 mix veg + 70 methi + 100 paneer aloo),862.5,Expense,PKR,29,1,2017,No
2017-01-30 07:24:02,Saving Bank account 1,Food,Milk,half liter buffalo,120.75,Expense,PKR,30,1,2017,No
2017-01-30 07:24:02,Cash,Food,snacks,single pav vada,51.75,Expense,PKR,30,1,2017,No
2017-01-31 09:22:32,Saving Bank account 1,Food,Milk,half liter buffalo,120.75,Expense,PKR,31,1,2017,No
2017-01-31 09:22:32,Saving Bank account 1,Salary,,From workplace ,217698.45,Income,PKR,31,1,2017,Yes
2017-02-13 17:20:15,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,1038.45,Expense,PKR,13,2,2017,No
2017-02-16 17:32:36,Saving Bank account 1,Gift,,farewell contribution,1380.0,Expense,PKR,16,2,2017,No
2017-02-18 11:12:58,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,1038.45,Expense,PKR,18,2,2017,No
2017-02-18 13:19:49,Cash,Family,Pocket money,,1725.0,Expense,PKR,18,2,2017,No
2017-02-19 08:04:37,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,1718.1,Expense,PKR,19,2,2017,No
2017-02-19 08:04:37,Cash,Education,Stationary,laminated colour print out,86.25,Expense,PKR,19,2,2017,No
2017-02-19 08:04:37,Cash,Food,beverage,sugarcane juice 2,103.5,Expense,PKR,19,2,2017,No
2017-02-19 08:04:37,Cash,Money transfer,,To Family,79.35000000000001,Expense,PKR,19,2,2017,No
2017-02-21 22:00:35,Cash,Food,snacks,pav vada,34.5,Expense,PKR,21,2,2017,No
2017-02-22 21:59:31,Saving Bank account 1,Transportation,Taxi,Place 2 to Place 1,18975.0,Expense,PKR,22,2,2017,No
2017-02-22 22:00:06,Cash,Education,Stationary,stamp pad,103.5,Expense,PKR,22,2,2017,No
2017-02-23 02:14:24,Cash,Food,Ice cream,2 vanilla + 2 butterscotch,276.0,Expense,PKR,23,2,2017,No
2017-02-24 13:09:50,Cash,Food,Tea,3 tea yevle amrutullya,103.5,Expense,PKR,24,2,2017,No
2017-02-24 13:09:50,Cash,Food,Lunch,At restaurant,345.0,Expense,PKR,24,2,2017,No
2017-02-24 13:09:50,Cash,Food,Grocery,milk 1 lit + butter milk,258.75,Expense,PKR,24,2,2017,No
2017-02-25 13:21:15,Saving Bank account 1,Food,Lunch,veg triple Schwan fried rice,852.1500000000001,Expense,PKR,25,2,2017,No
2017-02-25 20:29:44,Saving Bank account 1,subscription,Tata Sky,,345.0,Expense,PKR,25,2,2017,No
2017-02-25 20:39:26,Saving Bank account 1,Food,Dinner,veg paneer tikka 4 roti,1097.1,Expense,PKR,25,2,2017,No
2017-02-25 20:40:36,Cash,Household,Kitchen,hp cylinder,3174.0,Expense,PKR,25,2,2017,No
2017-02-25 20:41:26,Cash,Household,Appliances,tube and inverter fitting,5520.0,Expense,PKR,25,2,2017,No
2017-02-25 20:41:26,Saving Bank account 1,Household,Appliances,exide inverter battery 150amp,29325.0,Expense,PKR,25,2,2017,Yes
2017-02-26 00:00:25,Saving Bank account 1,Food,snacks,2 Jumbo king burger,200.1,Expense,PKR,26,2,2017,No
2017-02-26 00:01:25,Cash,Household,Kitchen,dustbin + basin sink cover,1242.0,Expense,PKR,26,2,2017,No
2017-02-26 10:54:45,Saving Bank account 1,Household,Kirana,,2918.7000000000003,Expense,PKR,26,2,2017,No
2017-02-26 23:59:09,Cash,Transportation,auto,Current Residence to Place 0,103.5,Expense,PKR,26,2,2017,No
2017-02-26 23:59:58,Cash,Transportation,Train,Place 0 to WS returns,69.0,Expense,PKR,26,2,2017,No
2017-02-27 09:17:17,Saving Bank account 1,Food,Milk,milk 1lit  + amul butter milk,262.2,Expense,PKR,27,2,2017,No
2017-02-27 09:18:03,Cash,Household,Appliances,3 Wall clock cell,189.75,Expense,PKR,27,2,2017,No
2017-02-27 18:31:38,Saving Bank account 1,Food,Lunch,6 chapati(8 rs) + half rice,303.6,Expense,PKR,27,2,2017,No
2017-02-27 18:42:27,Cash,Transportation,Train,2 TB return,138.0,Expense,PKR,27,2,2017,No
2017-02-27 18:42:27,Cash,Transportation,auto,Place 0 to Current Residence,103.5,Expense,PKR,27,2,2017,No
2017-02-27 18:42:27,Cash,Transportation,auto,Current Residence to Place 0,103.5,Expense,PKR,27,2,2017,No
2017-02-28 12:32:35,Cash,Transportation,auto,Current Residence to Place 0,103.5,Expense,PKR,28,2,2017,No
2017-02-28 12:32:35,Cash,Transportation,auto,Santacruz to Kalina University,196.65,Expense,PKR,28,2,2017,No
2017-02-28 12:32:35,Cash,Transportation,Train,2 Santacruz return,276.0,Expense,PKR,28,2,2017,No
2017-02-28 22:01:48,Cash,Transportation,auto,share auto - mumbai University Kalina to Santacruz station,138.0,Expense,PKR,28,2,2017,No
2017-02-28 22:06:58,Cash,Food,breakfast,sugarcane juice 2,103.5,Expense,PKR,28,2,2017,No
2017-02-28 22:07:25,Cash,Transportation,Train,2 Santacruz to churchgate,69.0,Expense,PKR,28,2,2017,No
2017-02-28 22:08:33,Saving Bank account 1,Food,Dinner,At restaurant,8352.45,Expense,PKR,28,2,2017,No
2017-02-28 22:09:03,Cash,Other,,fine,1380.0,Expense,PKR,28,2,2017,No
2017-02-28 22:09:27,Cash,Food,Tea,,34.5,Expense,PKR,28,2,2017,No
2017-02-28 22:09:39,Cash,Transportation,Bus,BEST 138 - Marine drive to Place 3m,41.400000000000006,Expense,PKR,28,2,2017,No
2017-02-28 22:11:09,Cash,Transportation,Train,2 Place 3m to vadala rd,34.5,Expense,PKR,28,2,2017,No
2017-02-28 22:13:04,Cash,Transportation,auto,Place 0 to Current Residence,103.5,Expense,PKR,28,2,2017,No
2017-02-28 22:13:41,Cash,Food,Grocery,sabudana + rajgira ladu,293.25,Expense,PKR,28,2,2017,No
2017-02-28 22:13:41,Saving Bank account 1,Salary,,From workplace ,193272.45,Income,PKR,28,2,2017,No
2017-02-28 22:13:41,Cash,Transportation,Taxi,within city,138.0,Expense,PKR,28,2,2017,No
2017-03-13 14:08:00,Cash,Household,Hardware,ceiling fans repair,5520.0,Expense,PKR,13,3,2017,No
2017-03-13 21:30:25,Cash,Beauty,grooming,hair cut,345.0,Expense,PKR,13,3,2017,No
2017-03-13 21:46:14,Cash,Household,Hardware,Wall hanging clipboard,1380.0,Expense,PKR,13,3,2017,No
2017-03-13 21:47:02,Cash,Food,Grocery,,345.0,Expense,PKR,13,3,2017,No
2017-03-14 20:20:07,Cash,Household,Hardware,2 bath stool,1035.0,Expense,PKR,14,3,2017,No
2017-03-15 06:17:32,Cash,Food,Ice cream,2 softy,138.0,Expense,PKR,15,3,2017,No
2017-03-15 06:17:55,Cash,Household,Kitchen,drainage powder,172.5,Expense,PKR,15,3,2017,No
2017-03-15 06:17:55,Cash,Household,Kirana,2 toast+ 2 parle g + Marie gold,382.9500000000001,Expense,PKR,15,3,2017,No
2017-03-16 20:39:13,Saving Bank account 1,subscription,Wifi Internet Service,6 months ( 30mb UL plan + 1 month free),9729.0,Expense,PKR,16,3,2017,No
2017-03-16 20:40:52,Cash,Other,,scrap,241.5,Income,PKR,16,3,2017,No
2017-03-18 09:41:44,Cash,Food,fruits,Grapes + apple + guava,1069.5,Expense,PKR,18,3,2017,No
2017-03-18 09:41:44,Saving Bank account 1,Food,Grocery,,552.0,Expense,PKR,18,3,2017,No
2017-03-18 09:41:44,Cash,Food,snacks,2 samosa (32) + 25 Pani Puri,196.65,Expense,PKR,18,3,2017,No
2017-03-19 13:28:22,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,1021.2,Expense,PKR,19,3,2017,No
2017-03-20 11:45:21,Saving Bank account 1,Household,Appliances,2 Spike guard,1552.5,Expense,PKR,20,3,2017,No
2017-03-22 06:57:25,Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,2070.0,Expense,PKR,22,3,2017,No
2017-03-22 23:10:50,Cash,Transportation,auto,2 Current Residence to Place 0,103.5,Expense,PKR,22,3,2017,No
2017-03-22 23:10:50,Cash,Transportation,Train,2 Place 0 to WS returns,69.0,Expense,PKR,22,3,2017,No
2017-03-22 23:11:47,Cash,Transportation,Bus,2 Place 6 to Place 7,62.1,Expense,PKR,22,3,2017,No
2017-03-22 23:11:47,Cash,Transportation,auto,within city,113.85,Expense,PKR,22,3,2017,No
2017-03-22 23:14:21,Cash,Household,Furniture,Mattress advance,1725.0,Expense,PKR,22,3,2017,No
2017-03-22 23:16:53,Cash,Transportation,auto,,172.5,Expense,PKR,22,3,2017,No
2017-03-22 23:18:47,Cash,Transportation,auto,2 Place 0 to Current Residence,69.0,Expense,PKR,22,3,2017,No
2017-03-23 13:49:11,Saving Bank account 1,Other,,Fifa 21 pc,5171.55,Expense,PKR,23,3,2017,No
2017-03-23 22:03:29,Saving Bank account 1,Food,beverage,3 sugarcane juice,207.0,Expense,PKR,23,3,2017,No
2017-03-23 22:04:15,Saving Bank account 1,Family,Pocket money,,10350.0,Expense,PKR,23,3,2017,No
2017-03-25 09:14:09,Cash,Food,Milk,milk 1 lit,207.0,Expense,PKR,25,3,2017,No
2017-03-25 13:41:02,Cash,Health,Hospital,Doctor Fees,517.5,Expense,PKR,25,3,2017,No
2017-03-25 14:49:45,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1,3105.0,Expense,PKR,25,3,2017,No
2017-03-25 14:50:06,Saving Bank account 1,Health,Medicine,Jel,379.5,Expense,PKR,25,3,2017,No
2017-03-25 14:50:06,Saving Bank account 1,Health,Medicine,Tablet,100.05,Expense,PKR,25,3,2017,No
2017-03-25 14:50:06,Saving Bank account 1,Gpay Reward,,reward Gpay,20.700000000000003,Income,PKR,25,3,2017,No
2017-03-25 14:50:06,Cash,Food,Grocery,Dahi 2 packets,69.0,Expense,PKR,25,3,2017,No
2017-03-26 13:43:07,Saving Bank account 1,Food,Milk,milk 1 lit,207.0,Expense,PKR,26,3,2017,No
2017-03-26 19:25:27,Saving Bank account 1,Household,Kirana,Smart,2711.7000000000003,Expense,PKR,26,3,2017,No
2017-03-27 21:25:08,Saving Bank account 1,Food,Milk,milk 1lit ,207.0,Expense,PKR,27,3,2017,No
2017-03-27 21:25:32,Saving Bank account 1,Household,Appliances,USB cord,897.0,Expense,PKR,27,3,2017,No
2017-03-28 11:59:46,Cash,Food,beverage,Soda water,41.400000000000006,Expense,PKR,28,3,2017,No
2017-03-30 20:15:18,Saving Bank account 1,Household,Kirana,,845.25,Expense,PKR,30,3,2017,No
2017-03-30 20:15:18,Saving Bank account 1,Interest,,interest paid,1752.6,Income,PKR,30,3,2017,No
2017-03-31 10:20:31,Cash,Transportation,auto,2 Current Residence to Place 0,103.5,Expense,PKR,31,3,2017,No
2017-03-31 21:00:41,Cash,Transportation,auto,Place 0 to Current Residence,51.75,Expense,PKR,31,3,2017,No
2017-03-31 21:01:20,Cash,Household,Hardware,Laptop repair (servicing+ 2gb ram upgrade + fan replacement + antivirus),8625.0,Expense,PKR,31,3,2017,No
2017-03-31 21:02:45,Cash,Transportation,auto,Place 4 station to Place 4 plaza,51.75,Expense,PKR,31,3,2017,No
2017-03-31 21:03:22,Cash,Food,Lunch,( pav bhaji + 2 extra pav + sabudana khichdi + kothimbir vada + masala bhat + piyush ),1707.75,Expense,PKR,31,3,2017,No
2017-03-31 21:06:32,Cash,Transportation,Taxi,Dadar West to siddhivinayak,103.5,Expense,PKR,31,3,2017,No
2017-03-31 21:07:22,Cash,Transportation,Taxi,siddhivinayak to shiv sena bhavan,103.5,Expense,PKR,31,3,2017,No
2017-03-31 21:08:42,Cash,Transportation,Train,2 Place 0 to dadar return,207.0,Expense,PKR,31,3,2017,No
2017-03-31 22:08:00,Saving Bank account 1,Salary,,From workplace ,193551.9,Income,PKR,31,3,2017,No
2017-04-14 20:04:31,Saving Bank account 1,Family,Pocket money,,17250.0,Expense,PKR,14,4,2017,No
2017-04-16 16:30:39,Saving Bank account 1,subscription,Tata Sky,,662.4000000000001,Expense,PKR,16,4,2017,No
2017-04-17 19:56:53,Saving Bank account 1,Family,clothes,H&M clothes,5164.650000000001,Expense,PKR,17,4,2017,No
2017-04-17 19:56:53,Saving Bank account 1,Food,Dinner,"The X restaurant, Place 1",3712.2,Expense,PKR,17,4,2017,No
2017-04-18 13:19:27,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,18,4,2017,No
2017-04-18 18:20:51,Saving Bank account 1,Food,Ice cream,Raspberry dolly,69.0,Expense,PKR,18,4,2017,No
2017-04-20 14:03:33,Saving Bank account 1,Food,Milk,milk 1lit ,220.8,Expense,PKR,20,4,2017,No
2017-04-20 20:42:02,Saving Bank account 1,Household,Kirana,Smart point,2144.796,Expense,PKR,20,4,2017,No
2017-04-21 20:26:04,Saving Bank account 1,Health,Medicine,Q-dee strip,138.0,Expense,PKR,21,4,2017,No
2017-04-22 07:26:43,Saving Bank account 1,Food,Grocery,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),707.25,Expense,PKR,22,4,2017,No
2017-04-22 09:06:19,Saving Bank account 1,Food,beverage,sugarcane juice,69.0,Expense,PKR,22,4,2017,No
